,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedElo,BlueElo
30,Geoff Neal,Rafael Dos Anjos,-245.0,200.0,40.8163,200.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,MALE,3,2,0,0,3.48,0.47,0.6,1.95,0.35,5,14,111,4,0,1,11,4,5,0,21,Southpaw,172.72,177.8,170,2,0,0,5.05,0.51,0.1,0.56,0.5,6,4,30,0,0,1,1,5,1,0,8,Southpaw,180.34,190.5,170,34,40,0,0,-1,13,10,81,4,-1,4,-7.62,-12.7,6,-1.57,0.5,1.39,,,10.0,,,,,,,,10.0,,,,,,,,,,,,,,15.0,,,,,Red,KO/TKO,,1.0,1:30,90.0,100.0,450.0,2000.0,900.0,225.0,1800.0,1066.817314715767,1097.512064957869
31,Mateusz Rebecki,Myktybek Orolbai,215.0,-265.0,215.0,37.7358,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Catch Weight,MALE,3,0,2,0,3.42,0.48,0.4,5.36,0.43,2,0,5,0,0,0,1,0,1,0,2,Orthodox,177.8,187.96,155,1,0,0,4.7,0.48,0.8,3.84,0.75,4,1,10,0,0,0,1,1,2,0,4,Southpaw,170.18,167.64,155,31,26,-1,2,-2,-2,-1,-5,0,-1,-1,7.62,20.32,-5,-1.28,-0.4,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,140.0,,400.0,,250.0,1038.4243741100831,1044.4645406493278
32,Abus Magomedov,Brunno Ferreira,-155.0,130.0,64.5161,130.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,MALE,3,0,2,0,3.76,0.5,0.5,0.5,0.16,2,1,5,0,0,0,0,4,0,0,4,Orthodox,177.8,182.88,185,0,1,0,2.65,0.44,0.3,3.12,0.64,1,2,9,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,185,34,31,0,1,1,2,-1,-4,0,3,0,-10.16,-15.24,-3,1.11,0.2,-2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,3.0,3:14,794.0,120.0,700.0,2800.0,900.0,300.0,240.0,1009.5238221476387,1038.8338567523544
33,Kennedy Nzechukwu,Chris Barnett,-800.0,550.0,12.5,550.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,MALE,3,0,1,0,4.21,0.47,0.0,0.0,0.0,1,2,9,0,0,0,0,2,0,0,2,Orthodox,175.26,190.5,265,2,0,0,5.34,0.47,0.2,0.58,0.45,3,5,30,0,0,1,1,5,1,0,8,Southpaw,195.58,210.82,205,32,38,-2,1,-2,-6,-3,-21,0,-3,-1,-20.32,-20.32,6,-1.13,-0.2,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,1.0,4:27,267.0,350.0,1200.0,550.0,4000.0,-175.0,900.0,1012.0341479738275,1000.2484839164604
34,Farid Basharat,Victor Hugo,-575.0,425.0,17.3913,425.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,MALE,3,0,2,0,3.27,0.44,1.2,0.81,0.33,2,0,5,0,0,0,1,0,1,0,2,Orthodox,170.18,180.34,135,0,4,0,4.36,0.55,0.5,3.97,0.44,4,0,10,0,0,0,3,0,1,0,4,Orthodox,172.72,180.34,135,27,31,0,-2,-2,-2,0,-5,0,0,0,-2.54,0.0,4,-1.09,0.7,-3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-175.0,800.0,275.0,3500.0,800.0,1800.0,1059.7999843271864,1020.0
35,Ismail Naurdiev,Bruno Silva,-148.0,124.0,67.5676,124.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,MALE,3,3,0,0,3.85,0.47,0.0,0.78,0.23,3,5,19,0,0,0,0,4,0,0,4,Orthodox,182.88,187.96,185,1,0,0,3.41,0.53,0.2,1.6,0.4,1,2,12,0,0,0,2,0,0,0,2,Orthodox,177.8,187.96,185,28,35,2,0,2,2,3,7,0,4,0,5.08,0.0,7,0.44,-0.2,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,neither,U-DEC,,3.0,5:00,900.0,300.0,400.0,400.0,2200.0,225.0,330.0,1006.5703459826925,1017.2401816880234
36,Rinat Fakhretdinov,Carlos Leal,-218.0,180.0,45.8716,180.0,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Welterweight,MALE,3,0,0,0,7.13,0.43,0.0,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,170,0,4,1,4.78,0.52,0.2,3.95,0.34,3,0,13,0,0,1,2,0,1,0,4,Orthodox,182.88,187.96,170,33,30,0,-4,-3,-4,0,-13,0,0,-1,-2.54,0.0,-3,2.35,-0.2,-2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-105.0,,700.0,,450.0,,1083.8462040197162,1000.0
37,Anthony Hernandez,Michel Pereira,-162.0,136.0,61.7284,136.0,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,0,8,0,4.46,0.53,0.8,1.27,0.52,8,2,25,0,0,1,3,2,3,0,9,Orthodox,185.42,185.42,185,0,5,0,4.9,0.63,2.3,6.64,0.44,5,2,19,0,0,0,1,1,4,0,6,Orthodox,182.88,190.5,185,31,31,0,3,3,3,0,6,0,1,-1,2.54,-5.08,0,-0.44,-1.5,-5.37,,14.0,13.0,,,,,,,13.0,,,,,,,,,,,,,14.0,,,,,,,Red,KO/TKO,Elbows,5.0,2:22,1342.0,750.0,1400.0,150.0,800.0,450.0,175.0,1082.0626609894068,1133.2100185071658
38,Rob Font,Kyler Phillips,455.0,-625.0,455.0,16.0,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,3,0,5.28,0.44,0.4,2.63,0.51,4,1,21,0,0,0,4,2,1,0,7,Orthodox,172.72,182.88,135,2,0,0,5.44,0.45,0.3,0.84,0.34,4,7,46,0,0,0,3,6,1,0,10,Orthodox,172.72,180.34,135,37,29,-2,3,0,-3,-6,-25,0,-4,0,0.0,2.54,-8,-0.16,0.1,1.79,,12.0,10.0,,,,,,,,,,,10.0,,,,,,,,,,,,,12.0,,,Red,U-DEC,,3.0,5:00,900.0,800.0,-125.0,2500.0,350.0,1100.0,350.0,1067.0538228120524,1092.8950665403067
39,Charles Johnson,Sumudaerji,-305.0,245.0,32.7869,245.0,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,2,0,0,4.72,0.53,0.9,0.23,0.25,3,3,12,0,0,0,2,1,0,0,3,Southpaw,172.72,182.88,125,0,3,0,4.77,0.5,0.4,0.56,0.23,3,4,25,0,0,1,2,2,0,0,5,Switch,175.26,177.8,125,33,28,2,-3,0,-2,-1,-13,0,-1,0,-2.54,5.08,-5,-0.05,0.5,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,130.0,,300.0,,600.0,,1028.8674216253678,961.0471609930848
40,Jake Hadley,Cameron Smotherman,-575.0,425.0,17.3913,425.0,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,1,0,0,6.25,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,0,1,0,3.8,0.43,1.1,0.33,0.11,2,3,17,0,0,0,1,1,2,0,4,Southpaw,170.18,177.8,135,28,27,1,-1,-2,-4,-2,-16,0,-1,-2,5.08,-2.54,-1,2.45,-1.1,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,200.0,1000.0,215.0,2500.0,215.0,800.0,1000.0661187658719,1000.0
41,Darren Elkins,Daniel Pineda,-170.0,142.0,58.8235,142.0,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,2,0,0,2.85,0.49,1.5,1.42,0.24,2,7,27,0,0,0,0,1,4,0,5,Orthodox,170.18,175.26,145,0,1,0,3.4,0.38,1.1,2.86,0.34,6,10,72,0,0,2,9,4,3,0,18,Orthodox,177.8,180.34,145,40,39,2,-1,-4,-13,-3,-45,0,-3,1,-7.62,-5.08,-1,-0.55,0.4,-1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,275.0,450.0,400.0,700.0,400.0,250.0,1081.3964124961647,972.4726894130159
42,Matheus Nicolau,Asu Almabayev,205.0,-250.0,205.0,40.0,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,3,0,2.11,0.56,1.7,5.08,0.5,3,0,8,0,0,0,2,0,1,0,3,Orthodox,162.56,165.1,125,2,0,0,3.31,0.51,0.8,1.22,0.43,4,3,24,0,0,2,3,1,1,0,7,Orthodox,167.64,167.64,125,31,30,-2,3,-1,-4,-3,-16,0,-1,0,-5.08,-2.54,-1,-1.2,0.9,3.86,,14.0,7.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,14.0,,Red,U-DEC,,3.0,5:00,900.0,300.0,,1200.0,,1100.0,,1060.567485437234,1058.5662171428717
43,Brad Katona,Jean Matsumoto,170.0,-205.0,170.0,48.7805,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,2,0,5.2,0.4,0.4,1.13,0.27,2,0,5,0,0,0,1,0,1,0,2,Orthodox,167.64,172.72,135,0,1,0,4.84,0.52,0.0,1.88,0.34,2,3,21,1,0,0,4,0,0,0,4,Orthodox,167.64,162.56,135,32,25,0,1,0,-2,-3,-16,-1,0,1,0.0,10.16,-7,0.36,0.4,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,240.0,-115.0,1400.0,700.0,2200.0,600.0,1011.2862203584234,1020.1471872766317
44,Joselyne Edwards,Tamires Vidal,-258.0,210.0,38.7597,210.0,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,2.91,0.53,0.7,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,167.64,172.72,135,2,0,0,4.48,0.52,0.6,1.23,0.39,3,4,24,0,0,2,2,0,0,0,4,Orthodox,172.72,177.8,135,29,26,0,0,-2,-3,-2,-17,0,1,0,-5.08,-5.08,-3,-1.57,0.1,-1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3.0,4:33,873.0,-150.0,350.0,1100.0,2000.0,600.0,800.0,1007.4789232360705,976.9859822240718
45,Jessica Penne,Elise Reed,190.0,-230.0,190.0,43.4783,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,3.5,0.53,0.0,0.49,0.6,1,4,17,0,0,1,2,0,0,0,3,Orthodox,160.02,160.02,115,2,0,0,2.63,0.33,0.5,1.29,0.18,2,6,30,1,0,2,0,1,3,0,6,Orthodox,165.1,170.18,115,41,31,-1,0,-1,-3,-2,-13,-1,-1,-3,-5.08,-10.16,-10,0.87,-0.5,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,350.0,-110.0,450.0,2000.0,2000.0,450.0,967.9020789219799,984.0345445322016
46,Melissa Martinez,Alice Ardelean,-155.0,130.0,64.5161,130.0,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.97,0.45,0.0,1.0,0.4,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,157.48,115,1,0,0,3.9,0.52,0.0,0.5,0.5,0,1,3,0,0,0,0,0,0,0,0,Southpaw,157.48,167.64,115,27,32,0,0,0,0,0,0,0,0,0,2.54,-10.16,5,1.07,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,100.0,200.0,2200.0,800.0,550.0,1200.0,978.8638437167898,978.7803672207128
47,Austen Lane,Robelis Despaigne,330.0,-425.0,330.0,23.5294,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,1,0,0,2.11,0.59,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,200.66,213.36,265,2,0,0,2.47,0.5,0.0,2.03,0.3,1,3,6,0,0,0,0,1,0,0,1,Orthodox,198.12,203.2,245,36,36,-1,0,0,0,-2,-2,0,0,0,2.54,10.16,0,-0.36,0.0,-2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,1400.0,1400.0,1100.0,1800.0,400.0,-250.0,961.3154693216633,999.5097038897312
48,Brandon Royval,Tatsuro Taira,,,,,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,5,0,6,0,2.99,0.6,1.6,2.73,0.44,6,0,13,0,0,0,2,2,2,0,6,Orthodox,170.18,177.8,125,0,1,0,4.46,0.39,1.2,0.75,0.75,3,3,22,1,0,2,0,1,3,0,6,Southpaw,175.26,172.72,125,32,24,0,5,3,0,-3,-9,-1,1,-1,-5.08,5.08,-8,-1.47,0.4,1.98,,5.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,5.0,,Red,S-DEC,,5.0,5:00,1500.0,,,,,,,1074.6998468623956,1108.6097400057465
49,Brad Tavares,JunYong Park,,,,,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,1,0,0,4.77,0.51,0.9,1.85,0.47,4,3,24,0,1,1,2,0,3,0,7,Orthodox,177.8,185.42,185,1,0,0,3.43,0.43,0.0,0.74,0.26,5,9,65,0,0,3,10,2,0,0,15,Orthodox,185.42,187.96,185,36,33,0,0,-1,-8,-6,-41,0,-2,3,-7.62,-2.54,-3,1.34,0.9,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,,1066.819865781647,1039.867974888935
50,Chidi Njokuani,Jared Gooden,,,,,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,4.4,0.48,0.4,0.91,0.45,1,4,15,0,0,0,0,1,1,0,2,Orthodox,182.88,195.58,170,0,1,0,4.59,0.63,0.2,0.0,0.0,3,3,14,0,0,1,0,3,0,0,4,Orthodox,190.5,203.2,170,35,30,0,0,-2,-2,1,1,0,-2,1,-7.62,-7.62,-5,-0.19,0.2,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,998.14210939479,971.7146745033344
51,Grant Dawson,Rafa Garcia,-380.0,300.0,26.3158,300.0,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,2,0,3.97,0.42,0.3,3.38,0.44,2,3,20,0,0,0,3,0,1,0,4,Orthodox,170.18,177.8,155,0,1,1,3.15,0.52,1.2,3.65,0.38,6,1,31,0,0,0,4,1,5,0,10,Switch,177.8,182.88,155,30,30,0,1,-4,-6,2,-11,0,-1,-4,-7.62,-5.08,0,0.82,-0.9,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,1:42,402.0,-140.0,650.0,350.0,1600.0,900.0,800.0,1139.4364351185716,1029.8530771671046
52,Daniel Rodriguez,Alex Morono,-245.0,200.0,40.8163,200.0,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,4.96,0.4,0.3,0.34,0.25,4,7,53,0,0,1,8,2,2,0,13,Orthodox,180.34,182.88,170,3,0,0,7.5,0.49,0.1,0.59,0.54,4,4,29,0,0,1,4,2,1,0,8,Southpaw,185.42,187.96,170,37,34,-2,0,0,5,3,24,0,0,1,-5.08,-5.08,-3,-2.54,0.2,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,165.0,275.0,1100.0,1200.0,215.0,1000.0,1049.6362843633874,1074.0450352888693
53,CJ Vergara,Ramazan Temirov,240.0,-298.0,240.0,33.557,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,0,0,8.12,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,125,1,0,0,5.1,0.56,0.2,0.0,0.0,2,3,17,0,0,1,1,2,0,0,4,Orthodox,167.64,172.72,125,33,27,-1,0,-2,-4,-3,-17,0,-2,0,-5.08,-12.7,-6,3.02,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:50,170.0,650.0,100.0,2000.0,1400.0,650.0,280.0,998.0203644676169,1000.0
54,Jonathan Pearce,Pat Sabatini,-180.0,150.0,55.5556,150.0,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,1,0,0,1.94,0.59,2.0,3.97,0.44,4,2,14,0,0,0,3,0,2,0,5,Orthodox,172.72,177.8,145,2,0,0,5.12,0.54,0.8,5.02,0.5,5,3,21,0,0,0,2,3,1,0,6,Switch,182.88,180.34,145,32,33,-1,0,-1,-1,-1,-7,0,-3,1,-10.16,-2.54,1,-3.18,1.2,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,4:06,246.0,200.0,300.0,700.0,500.0,250.0,1400.0,1036.4396588115899,1047.3758279438887
55,Themba Gorimbo,Niko Price,-290.0,235.0,34.4828,235.0,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,5.21,0.42,0.7,1.04,0.29,2,7,34,0,0,0,2,4,2,0,8,Orthodox,182.88,193.04,170,0,3,0,3.11,0.61,0.6,4.89,0.65,3,1,9,0,0,0,2,1,0,0,3,Orthodox,185.42,195.58,170,33,35,0,-2,-1,5,6,25,0,3,2,-2.54,-2.54,2,2.1,0.1,-3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,180.0,700.0,450.0,1100.0,180.0,700.0,1036.4615327682145,1030.230161340648
56,Junior Tafa,Sean Sharaf,-238.0,195.0,42.0168,195.0,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,0,0,7.31,0.44,0.0,2.07,0.12,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,252,2,0,0,3.36,0.49,0.0,0.0,0.0,1,3,7,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,240,28,31,-2,0,-1,-1,-3,-7,0,-1,0,0.0,5.08,3,3.95,0.0,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,2:15,435.0,1000.0,1800.0,1600.0,2200.0,-225.0,330.0,964.5975534889001,1000.0
57,Julia Polastri,Cory McKenna,-108.0,-112.0,92.5926,89.2857,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,2.94,0.38,0.4,2.0,0.47,2,2,15,0,0,0,3,0,1,0,4,Orthodox,160.02,147.32,115,1,0,0,5.57,0.54,0.6,1.11,0.8,1,2,8,0,0,0,0,0,1,0,1,Orthodox,157.48,160.02,115,26,25,0,0,1,3,0,7,0,0,0,2.54,-12.7,-1,-2.63,-0.2,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,150.0,120.0,550.0,1400.0,1100.0,2000.0,981.1500225556907,1015.4202039806212
58,Dan Argueta,Cody Haddon,124.0,-148.0,124.0,67.5676,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,0,9.2,0.51,0.8,2.48,0.37,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,135,1,0,0,2.48,0.43,1.4,4.36,0.35,1,2,12,0,0,0,1,0,0,0,1,Southpaw,170.18,172.72,135,31,26,-1,1,0,0,-2,-11,0,0,1,0.0,2.54,-5,6.72,-0.6,-1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,165.0,,700.0,,300.0,982.4097637676256,1000.0
59,Clayton Carpenter,Lucas Rocha,-245.0,200.0,40.8163,200.0,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,0,1,0,2.0,0.44,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,160.02,162.56,125,0,2,0,4.56,0.53,2.4,2.95,0.55,2,0,4,0,0,0,1,0,1,0,2,Orthodox,167.64,167.64,125,28,24,0,-1,-1,-1,0,-2,0,1,-1,-7.62,-5.08,-4,-2.56,-2.4,-2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:12,432.0,110.0,650.0,500.0,1200.0,500.0,380.0,1018.9746193863022,1000.0
60,Alex Pereira,Khalil Rountree Jr.,-425.0,330.0,23.5294,330.0,2024-10-05,"Salt Lake City, Utah, USA",USA,Red,True,Light Heavyweight,MALE,5,0,5,0,3.73,0.38,0.1,0.0,0.0,5,5,29,1,0,1,1,7,0,0,9,Southpaw,185.42,193.04,205,0,4,0,5.46,0.63,0.3,0.14,1.0,4,1,21,5,0,1,1,6,0,0,8,Orthodox,193.04,200.66,205,37,34,0,1,1,1,4,8,-4,1,0,-7.62,-7.62,-3,-1.73,-0.2,-0.14,,8.0,0.0,,,,,,0.0,,,,,,,2.0,,,,,,8.0,,,,,,,,Red,KO/TKO,Punch,4.0,4:32,1172.0,900.0,,1000.0,,-295.0,,1159.0025139512952,1083.2372168380614
61,Raquel Pennington,Julianna Pena,-155.0,130.0,64.5161,130.0,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,True,Women's Bantamweight,FEMALE,5,1,0,0,3.25,0.44,0.8,1.81,0.56,4,3,26,3,0,0,3,2,2,0,7,Orthodox,167.64,175.26,135,0,6,0,4.1,0.49,0.6,0.83,0.27,6,5,54,2,0,3,7,0,3,0,13,Orthodox,170.18,170.18,135,36,35,1,-6,-2,-6,-2,-28,1,2,-1,-2.54,5.08,-1,-0.85,0.2,0.98,,,0.0,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,,,Red,S-DEC,,5.0,5:00,1500.0,100.0,275.0,500.0,600.0,2200.0,1100.0,1144.9469639671117,1080.8458770963618
62,Jose Aldo,Mario Bautista,102.0,-122.0,102.0,81.9672,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,False,Bantamweight,MALE,3,0,6,0,5.33,0.47,0.9,1.92,0.33,6,2,20,0,0,0,4,1,3,0,8,Switch,175.26,175.26,135,0,1,0,3.62,0.46,0.1,0.49,0.53,15,7,90,15,0,0,11,11,0,0,22,Orthodox,170.18,177.8,135,38,31,0,5,-9,-14,-5,-70,-15,-10,3,5.08,-2.54,-7,1.71,0.8,1.43,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,Blue,S-DEC,,3.0,5:00,900.0,180.0,130.0,2800.0,1800.0,600.0,450.0,1134.676023058196,1115.5374409271867
63,Roman Dolidze,Kevin Holland,124.0,-148.0,124.0,67.5676,2024-10-05,"Salt Lake City, Utah, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,4.24,0.49,0.6,0.83,0.38,5,8,57,0,0,2,2,5,5,0,14,Orthodox,190.5,205.74,185,0,1,0,3.16,0.42,1.1,1.33,0.42,4,3,25,0,0,1,2,4,0,0,7,Orthodox,187.96,193.04,185,36,31,0,0,1,7,5,32,0,1,5,2.54,12.7,-5,1.08,-0.5,-0.5,,,10.0,,,,,,,10.0,,,,,,,,,,,,,,15.0,,,,,,Red,KO/TKO,,1.0,5:00,300.0,200.0,175.0,1400.0,700.0,800.0,350.0,1074.841720851251,1082.489406161651
64,Ketlen Vieira,Kayla Harrison,700.0,-1100.0,700.0,9.0909,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,4.87,0.64,0.7,2.75,0.3,1,0,2,0,0,0,0,0,1,0,1,Southpaw,172.72,167.64,135,0,1,0,2.92,0.41,0.6,1.39,0.44,4,3,34,0,0,3,4,0,1,0,8,Orthodox,172.72,172.72,135,33,34,0,0,-3,-7,-3,-32,0,0,0,0.0,-5.08,1,1.95,0.1,1.36,,3.0,2.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,11.0,Red,U-DEC,,3.0,5:00,900.0,1000.0,-110.0,2800.0,300.0,4000.0,240.0,1088.3006757740654,1023.1752787833159
